text,language,state,intent
What is the significance of Sanchi Stupa,en,Madhya Pradesh,heritage_information
dwarka kya chhe gujarat ma,gu,Gujarat,location_information
gujarat ma kai kites festival chhe,gu,Gujarat,festival_information
lothal na archaeological ruins vishe janavo,gu,Gujarat,heritage_information
gujarat ma kai cultural heritage chhe,gu,Gujarat,heritage_information
Tell me about Chandni Chowk history,en,Delhi,historical_period
Tell me about quantum physics,en,,unknown
What are the Ellora Caves,en,Maharashtra,heritage_information
gandhinagar ma swaminarayan temple vishe janavo,gu,Gujarat,heritage_information
Chola bronzes eppadi seyvadhunu solunga,ta,Tamil Nadu,craft_information
How do I learn programming,en,,unknown
What is the significance of Raigad Fort,en,Maharashtra,heritage_information
Who are you,en,,greeting
Who was Maharaja Ranjit Singh,en,Punjab,person_information
who built somnath mandir,gu,Gujarat,person_information
Chola dynasty varalaru sollunga,ta,Tamil Nadu,historical_period
sardar patel no itihas janavo,gu,Gujarat,person_information
What is the significance of Anandpur Sahib,en,Punjab,location_information
jitodia ni khodiyar mata ni temple vishe janavo,gu,Gujarat,heritage_information
What is blockchain technology,en,,unknown
Tell me about the Konkan heritage coast,en,Maharashtra,heritage_information
What era was the Sun Temple built in,en,Gujarat,historical_period
amdavad na navrangpura ma kai chhe,gu,Gujarat,state_exploration
Who was Veer Lalji Vanika,en,Gujarat,person_information
What is the significance of Kanchipuram silk,en,Tamil Nadu,craft_information
What is the significance of Mandvi in Kutch,en,Gujarat,location_information
surat ma kai heritage chhe,gu,Gujarat,state_exploration
ahmedabad nu jovanu shu chhe,gu,Gujarat,state_exploration
Describe the Goan Cashew and Feni tradition,en,Goa,craft_information
