text,language,state,intent
dholavira archaeological site vishe mahiti aapo,gu,Gujarat,heritage_information
patola silk weaving kai rite thay chhe,gu,Gujarat,craft_information
garba nritya vishe janavo,gu,Gujarat,festival_information
gandhinagar ma kai jova lakhay chhe,gu,Gujarat,state_exploration
dwarka mandir vishe mahiti aapo,gu,Gujarat,heritage_information
kutch na hathkala vishe janavo,gu,Gujarat,craft_information
gandhi ji nu jivan vishe batavo,gu,Gujarat,person_information
rajkot ma kai heritage places chhe,gu,Gujarat,state_exploration
modhera surya mandir kya chhe,gu,Gujarat,location_information
gujarat ni famous crafts kai chhe,gu,Gujarat,craft_information
jalaram bapa vishe janavo,gu,Gujarat,person_information
savaji bholanath vishe mahiti aapo,gu,Gujarat,person_information
ahmedabad ni old city vishe janavo,gu,Gujarat,heritage_information
gujarat ma kaya festivals manavama aave chhe,gu,Gujarat,festival_information
uttarayan kya kyare ujavama aave chhe,gu,Gujarat,festival_information
gujarat na famous temples kai chhe,gu,Gujarat,heritage_information
patan ni rani ki vav vishe janavo,gu,Gujarat,heritage_information
gandhinagar thi somnath ketla km chhe,gu,Gujarat,location_information
gujarat ma kai museums chhe,gu,Gujarat,state_exploration
vadodara ma kai jova lakhay chhe,gu,Gujarat,state_exploration
surat ni history janavo,gu,Gujarat,historical_period
gujarat na stepwells vishe janavo,gu,Gujarat,heritage_information
rajkot nu khojvato chhe,gu,Gujarat,state_exploration
kutch ma kai kila chhe,gu,Gujarat,heritage_information
amdavad nu traditional food shu chhe,gu,Gujarat,craft_information
champaner pavagadh no itihas janavo,gu,Gujarat,historical_period
jama masjid ahmedabad vishe janavo,gu,Gujarat,heritage_information
kutch ni bandhani vishe batavo,gu,Gujarat,craft_information
navratri ma garba kai rite khelay chhe,gu,Gujarat,festival_information
jubilee garden rajkot ma shu chhe,gu,Gujarat,heritage_information
dwarka kya chhe gujarat ma,gu,Gujarat,location_information
lothal archaeological site vishe mahiti aapo,gu,Gujarat,heritage_information
gujarat na tribal heritage vishe janavo,gu,Gujarat,heritage_information
gandhinagar ma kaya heritage places chhe,gu,Gujarat,state_exploration
somnath mandir kya avelu chhe,gu,Gujarat,location_information
adlaj ni vav kya chhe,gu,Gujarat,location_information
gujarat na jetta temples chhe,gu,Gujarat,heritage_information
gujarat ma kai cultural heritage chhe,gu,Gujarat,heritage_information
mahatma gandhi ni jivan leela janavo,gu,Gujarat,person_information
patan ni patola silk vishe janavo,gu,Gujarat,craft_information
rajkot ma jyotirlinga chhe kya,gu,Gujarat,location_information
gujarat ma kai pilgrimage places chhe,gu,Gujarat,heritage_information
dwarkadhish mandir no itihas janavo,gu,Gujarat,heritage_information
rani ki vav vishe mahiti aapo,gu,Gujarat,heritage_information
dholavira kya chhe,gu,Gujarat,location_information
gujarat ma kai archaeological sites chhe,gu,Gujarat,heritage_information
modhera ni vav vishe janavo,gu,Gujarat,heritage_information
sardar patel no itihas janavo,gu,Gujarat,person_information
ahmedabad ma kai old buildings chhe,gu,Gujarat,heritage_information
gujarat ma monsoon ma kya jova lakhay,gu,Gujarat,state_exploration
sabarmati ashram vishe janavo,gu,Gujarat,heritage_information
gujarat na silk weaving vishe batavo,gu,Gujarat,craft_information
nadiad ma kai chhe jova lakhay,gu,Gujarat,state_exploration
jitodia ni khodiyar mata ni temple vishe janavo,gu,Gujarat,heritage_information
hello kem cho,gu,,greeting
namaste bhai,gu,,greeting
kem cho majama,gu,,greeting
su chhe majama,gu,,greeting
tu kya chhe,gu,,greeting
aaje kem chho,gu,,greeting
bhai su chhe,gu,,greeting
su recent news chhe,gu,,unknown
gujarat ma weather shu chhe,gu,,unknown
kai movie aavi chhe,gu,,unknown
aapde ketla vadya chhe,gu,,unknown
su karo chhe tare,gu,,unknown
rain time ma kya jaiye,gu,,unknown
me tamare sathe vartalaap karu chhu,gu,,greeting
su tamari help chhe,gu,,greeting
ok su karo abhi,gu,,greeting
gujarat na heritage batavo,gu,Gujarat,state_exploration
gujarat ma kai jova lakhay chhe,gu,Gujarat,state_exploration
ahmedabad nu jovanu shu chhe,gu,Gujarat,state_exploration
rajkot ni heritage sites daso,gu,Gujarat,state_exploration
gujarat ma kya famous chhe,gu,Gujarat,state_exploration
surat ma kai heritage chhe,gu,Gujarat,state_exploration
jamnagar ni maharaja palace vishe janavo,gu,Gujarat,heritage_information
bhuj ma kai jova lakhay chhe,gu,Gujarat,state_exploration
gujarat na historical places kai kai chhe,gu,Gujarat,state_exploration
junagadh ma kai chhe,gu,Gujarat,state_exploration
vastral ma kai chhe,gu,Gujarat,craft_information
gandhinagar ma swaminarayan mandir chhe kya,gu,Gujarat,location_information
gujarat ma kai UNESCO sites chhe,gu,Gujarat,heritage_information
patan ni adalaj vav vishe janavo,gu,Gujarat,heritage_information
gujarat ma kaya temples farva laayak chhe,gu,Gujarat,state_exploration
modhera ma shu chhe,gu,Gujarat,heritage_information
kutch ma kai crafts chhe,gu,Gujarat,craft_information
amreli ma kai jova lakhay chhe,gu,Gujarat,state_exploration
gujarat na stepwells ni history janavo,gu,Gujarat,historical_period
palitana ni temples vishe janavo,gu,Gujarat,heritage_information
mehsana ma kai chhe,gu,Gujarat,state_exploration
gujarat ma kai durg chhe,gu,Gujarat,heritage_information
who built somnath mandir,gu,Gujarat,person_information
gandhi ashram kya avelu chhe,gu,Gujarat,location_information
jamnagar ma kai heritage chhe,gu,Gujarat,state_exploration
rajkot no darbargadh vishe janavo,gu,Gujarat,heritage_information
gujarat na kai jyotirlinga chhe,gu,Gujarat,heritage_information
bhuj ma bhujia kai rite banay chhe,gu,Gujarat,craft_information
gandhi jayanti par kya karvama aave,gu,Gujarat,festival_information
kishangadh ma kai chhe,gu,Gujarat,heritage_information
dhrangadhra heritage vishe janavo,gu,Gujarat,heritage_information
gujarat ma kai wildlife sanctuaries chhe,gu,Gujarat,state_exploration
porbandar ni heritage vishe janavo,gu,Gujarat,heritage_information
gujarat ma kai beaches chhe,gu,Gujarat,state_exploration
vadodara ma lakshmi vilas palace chhe kya,gu,Gujarat,location_information
mahatma gandhi ne kya janavu chhe,gu,Gujarat,person_information
rajkot ma kai temples chhe,gu,Gujarat,heritage_information
gujarat no warli art vishe batavo,gu,Gujarat,craft_information
somanath thi dwarka ketla km chhe,gu,Gujarat,location_information
ahmedabad ma heritage walk chhe kya,gu,Gujarat,location_information
gujarat ma kai riverfront chhe,gu,Gujarat,state_exploration
rajkot ma watson museum chhe kya,gu,Gujarat,location_information
gujarat na famous persons kai chhe,gu,Gujarat,person_information
vallabhbhai patel ni jivan vishe janavo,gu,Gujarat,person_information
gujarat ma kai dharohar chhe,gu,Gujarat,heritage_information
sabarmati riverfront vishe janavo,gu,Gujarat,heritage_information
gujarat ma kai museum chhe,gu,Gujarat,heritage_information
diu ni heritage vishe janavo,gu,Gujarat,heritage_information
nargund mandir kya chhe,gu,Gujarat,location_information
gujarat ma kai songs chhe,gu,Gujarat,craft_information
who is jhaverchand kalidas,gu,Gujarat,person_information
rajkot ma darbargadh kya chhe,gu,Gujarat,location_information
gujarat ma kai bird sanctuaries chhe,gu,Gujarat,state_exploration
dholavira no itihas janavo,gu,Gujarat,historical_period
gujarat na kai forts chhe,gu,Gujarat,heritage_information
amdavad na navrangpura ma kai chhe,gu,Gujarat,state_exploration
gandhinagar ma gift city chhe kya,gu,Gujarat,location_information
gujarat na kai museums chhe je aavani jaruri chhe,gu,Gujarat,heritage_information
patan ma kai jova lakhay chhe,gu,Gujarat,state_exploration
champaner ma kai chhe,gu,Gujarat,heritage_information
who was sardar patel,gu,Gujarat,person_information
somnath mandir kya chhe,gu,Gujarat,location_information
gujarat ma kai iron pillar chhe,gu,Gujarat,heritage_information
lothal na archaeological ruins vishe janavo,gu,Gujarat,heritage_information
gujarat ma kai ashram chhe,gu,Gujarat,heritage_information
kutch ni bandhani vishe janavo,gu,Gujarat,craft_information
somnath thi dwarka ketla km che,gu,Gujarat,location_information
gujarat ma kai hindu temples chhe,gu,Gujarat,heritage_information
gujarat na banyan tree vishe batavo,gu,Gujarat,heritage_information
rajkot ma watson museum vishe janavo,gu,Gujarat,heritage_information
gujarat ma kai ancient sites chhe,gu,Gujarat,heritage_information
surat ma castle chhe kya,gu,Gujarat,location_information
gujarat ma kai stepwells farva layak chhe,gu,Gujarat,state_exploration
rajkot nu science museum chhe kya,gu,Gujarat,location_information
ahmedabad ni heritage walk kya thi aarambhe chhe,gu,Gujarat,location_information
gujarat ma kai kites festival chhe,gu,Gujarat,festival_information
gandhinagar ma swaminarayan temple vishe janavo,gu,Gujarat,heritage_information
gujarat na master craftsmen kai chhe,gu,Gujarat,person_information
rajkot ma kai jova lakhay chhe,gu,Gujarat,state_exploration
gujarat ma kai religious places chhe,gu,Gujarat,heritage_information
sabarmati ashram kya avelu che,gu,Gujarat,location_information
gujarat ma kai national parks chhe,gu,Gujarat,state_exploration
rajkot ma ye chhe,gu,Gujarat,state_exploration
kutch ma ran utsav vishe janavo,gu,Gujarat,festival_information
gujarat na kai literary heritage chhe,gu,Gujarat,heritage_information
mujhe famous heritage places batao,hi,,state_exploration
rajasthan ke kille kaise hai,hi,Rajasthan,heritage_information
jaipur me kya dekhna chahiye,hi,Rajasthan,state_exploration
hawa mahal kyun famous hai,hi,Rajasthan,heritage_information
amber fort ka itihas batao,hi,Rajasthan,heritage_information
rajkot ke bare me jankari chahiye,hi,Gujarat,heritage_information
ahmedabad ki heritage sites dikhao,hi,Gujarat,state_exploration
rani ki vav kahan hai,hi,Gujarat,location_information
somnath mandir ka itihas batao,hi,Gujarat,heritage_information
modhera surya mandir kahan hai,hi,Gujarat,location_information
golden temple ka itihas batao,hi,Punjab,heritage_information
amritsar me kya dekhna chahiye,hi,Punjab,state_exploration
phulkari kaise banti hai,hi,Punjab,craft_information
maharashtra me famous kille batao,hi,Maharashtra,heritage_information
ajanta gufa ka itihas batao,hi,Maharashtra,heritage_information
mumbai ki heritage sites dikhao,hi,Maharashtra,state_exploration
tamil nadu ke famous kovilgal batao,hi,Tamil Nadu,heritage_information
madurai me kya dekhna chahiye,hi,Tamil Nadu,state_exploration
bharatanatyam kaise hota hai,hi,Tamil Nadu,heritage_information
goa me kya dekhna chahiye,hi,Goa,state_exploration
bom jesus church ka itihas batao,hi,Goa,heritage_information
khajuraho mandir ka itihas batao,hi,Madhya Pradesh,heritage_information
sanchi stupa kahan hai,hi,Madhya Pradesh,location_information
red fort ka itihas batao,hi,Delhi,heritage_information
qutub minar kyun bana,hi,Delhi,heritage_information
dilli me kya dekhna chahiye,hi,Delhi,state_exploration
rajasthan ke famous heritage places kaun se hai,hi,Rajasthan,state_exploration
mere pas me kya heritage sites hai,hi,,state_exploration
sabse purana konsa killa hai,hi,,heritage_information
bharat ki sabse famous heritage sites batao,hi,,heritage_information
sabse purana mandir konsa hai,hi,,heritage_information
bharat me konsi jagah sabse zyada famous hai,hi,,state_exploration
mujhe kuch naya sikhao virasat ke bare me,hi,,state_exploration
aadharstambh kya hai,hi,Delhi,heritage_information
rajaon ka qila konsa hai,hi,Rajasthan,heritage_information
chandni chowk kahan hai,hi,Delhi,location_information
india gate kyun bana,hi,Delhi,heritage_information
madhya pradesh me konsa mandir sabse famous hai,hi,Madhya Pradesh,heritage_information
aurangabad ki gufa kahan hai,hi,Maharashtra,location_information
punjab me konsi dance famous hai,hi,Punjab,festival_information
bhangra kaise hota hai,hi,Punjab,festival_information
kya aap mujhe bharat ke kille dikha sakte ho,hi,,heritage_information
dilli ke kille batao,hi,Delhi,heritage_information
jaipur ki blue pottery kaise banti hai,hi,Rajasthan,craft_information
madhya pradesh ke tribal areas dikhao,hi,Madhya Pradesh,state_exploration
chhatrapati shivaji maharaj kaun the,hi,Maharashtra,person_information
maharana pratap ka itihas batao,hi,Rajasthan,person_information
gandhi ji ne kya kiya,hi,Gujarat,person_information
sardar patel kaun the,hi,Gujarat,person_information
ahmedabad ki old city kahan hai,hi,Gujarat,location_information
kutch me kya famous hai,hi,Gujarat,state_exploration
navratri me garba kaise khelta hai,hi,Gujarat,festival_information
uttarayan ka festival kab hota hai,hi,Gujarat,festival_information
rajkot me konsi jagah famous hai,hi,Gujarat,state_exploration
gujarat na famous heritage places janavo,gu,Gujarat,heritage_information
rani ki vav vishe janavo,gu,Gujarat,heritage_information
ahmedabad ni old city vishe batavo,gu,Gujarat,heritage_information
gujarat ma kai historical places chhe,gu,Gujarat,state_exploration
patola silk kai rite thay chhe,gu,Gujarat,craft_information
garba nritya kai rite khelay chhe,gu,Gujarat,festival_information
sabarmati ashram kya avelu chhe,gu,Gujarat,heritage_information
vadodara ma kya chhe,gu,Gujarat,state_exploration
surat ni heritage vishe janavo,gu,Gujarat,heritage_information
lippan kaam kai rite thay chhe,gu,Gujarat,craft_information
navratri ma kya karo chhe,gu,Gujarat,festival_information
maharashtratil famous kille sang,mr,Maharashtra,heritage_information
ajanta gufeya baddal mahiti dya,mr,Maharashtra,heritage_information
ellora caves baddal mahiti dya,mr,Maharashtra,heritage_information
maharashtratil sanskrutik varsa sang,mr,Maharashtra,state_exploration
warli art baddal mahiti dya,mr,Maharashtra,craft_information
shivaji maharaj baddal mahiti dya,mr,Maharashtra,person_information
maharashtratil prasiddha temples sang,mr,Maharashtra,heritage_information
mumbai madhe kya pahayla milel,mr,Maharashtra,state_exploration
pune chi heritage sites dakhva,mr,Maharashtra,state_exploration
paithani silk kase banavli jate,mr,Maharashtra,craft_information
ganesha chaturthi kasa manavla jato,mr,Maharashtra,festival_information
maharashtratil forts kontya ahet,mr,Maharashtra,heritage_information
lavani nritya kase kela jato,mr,Maharashtra,festival_information
kolhapuri chappal kase banavli jate,mr,Maharashtra,craft_information
maharashtratil itihas kay aahe,mr,Maharashtra,historical_period
maharashtratil kuthhe heritage sites ahet,mr,Maharashtra,state_exploration
elephanta caves baddal mahiti dya,mr,Maharashtra,heritage_information
maharashtra madhe konsa fort famous aahe,mr,Maharashtra,heritage_information
tamilnadula famous heritage places enna,ta,Tamil Nadu,heritage_information
madurai meenakshi kovil pathi sollunga,ta,Tamil Nadu,heritage_information
bharatanatyam varalaru sollunga,ta,Tamil Nadu,festival_information
chola bronzes eppadi seyvadhunu solunga,ta,Tamil Nadu,craft_information
tamilnadu ina pagudhigalai patri sollunga,ta,Tamil Nadu,state_exploration
meenakshi amman temple patri sollunga,ta,Tamil Nadu,heritage_information
madurai nila koyilgal enna,ta,Tamil Nadu,heritage_information
tamilnadu odu panpaadu sollunga,ta,Tamil Nadu,craft_information
chola dynasty varalaru sollunga,ta,Tamil Nadu,historical_period
mahabalipuram pathi sollunga,ta,Tamil Nadu,heritage_information
thanjavur temple patri sollunga,ta,Tamil Nadu,heritage_information
tamilnadu la kudutha idangal enna,ta,Tamil Nadu,state_exploration
enakku pakkathula heritage places kaamikka mudiyuma,ta,Tamil Nadu,state_exploration
indha idathoda varalaru enna,ta,Tamil Nadu,historical_period
kanchipuram silk pathi sollunga,ta,Tamil Nadu,craft_information
pongal festival eppadi manappadugirathu,ta,Tamil Nadu,festival_information
punjab de mashhoor virasati sthan kehde ne,pa,Punjab,state_exploration
golden temple da itihas daso,pa,Punjab,heritage_information
amritsar bare daso,pa,Punjab,heritage_information
phulkari kive bani jandi hai,pa,Punjab,craft_information
bhangra nritya bare daso,pa,Punjab,festival_information
jallianwala bagh bare daso,pa,Punjab,heritage_information
sikh itihas bare daso,pa,Punjab,historical_period
punjab vich ki vekhna chahida,pa,Punjab,state_exploration
amritsar de heritage sites daso,pa,Punjab,heritage_information
punjab di virasat bare daso,pa,Punjab,state_exploration
maharaja ranjit singh bare daso,pa,Punjab,person_information
holi mohalla festival bare daso,pa,Punjab,festival_information
patiala di heritage bare daso,pa,Punjab,heritage_information
punjab de kille daso,pa,Punjab,heritage_information
gujarat na famous heritage places batavo,hi,Gujarat,state_exploration
mujhe rajasthan ke historical places dikhao,hi,Rajasthan,state_exploration
maharashtra ke famous temples batao,hi,Maharashtra,heritage_information
tamil nadu ke temples ke bare mein batao,hi,Tamil Nadu,heritage_information
punjab de heritage sites show karo,hi,Punjab,state_exploration
delhi me konsa fort sabse famous hai,hi,Delhi,heritage_information
goa me konsi heritage sites hai,hi,Goa,state_exploration
madhya pradesh me kya dekhna chahiye,hi,Madhya Pradesh,state_exploration
mujhe jaipur ke bare me jankari chahiye,hi,Rajasthan,heritage_information
delhi me famous heritage places kaun se hai,hi,Delhi,state_exploration
rajasthan ke prasiddh kile batao,hi,Rajasthan,heritage_information
gujarat ke famous temples dikhao,hi,Gujarat,heritage_information
maharashtratil prasiddha kille sang,mr,Maharashtra,heritage_information
tamilnadu la enna dekkalam,ta,Tamil Nadu,state_exploration
punjab da itihas sunao,pa,Punjab,historical_period
gujarat na heritage vishe janavo,gu,Gujarat,heritage_information
mujhe paas ke historical places dikhao,hi,,state_exploration
kya aap mujhe bharatiya sanskriti ke bare me bata sakte ho,hi,,heritage_information
mujhe kuch interesting places bataye,hi,,state_exploration
bharat me konsi jagah dekhne layak hai,hi,,state_exploration
konsa konsa killa famous hai bharat me,hi,,heritage_information
rajashtan ke famous crafts batao,hi,Rajasthan,craft_information
gujarat ki traditional arts dikhao,hi,Gujarat,craft_information
maharashtra me konsa craft famous hai,hi,Maharashtra,craft_information
tamil nadu ke classical dance bare me batao,hi,Tamil Nadu,festival_information
punjab ke famous festivals batao,hi,Punjab,festival_information
delhi ki street food heritage batao,hi,Delhi,heritage_information
goa ki portuguese heritage batao,hi,Goa,heritage_information
madhya pradesh ke tribal arts dikhao,hi,Madhya Pradesh,craft_information
rajasthan me kahan kahan kille hai,hi,Rajasthan,heritage_information
bharat me sabse purana temple konsa hai,hi,,heritage_information
qutub minar kisne banaya,hi,Delhi,person_information
red fort kisne banaya,hi,Delhi,person_information
humayun tomb kisne banaya,hi,Delhi,person_information
golden temple kisne banaya,hi,Punjab,person_information
amber fort kisne banaya,hi,Rajasthan,person_information
khajuraho kisne banaya,hi,Madhya Pradesh,person_information
meenakshi temple kahan hai,hi,Tamil Nadu,location_information
bharatanatyam kahan se shuru hua,hi,Tamil Nadu,location_information
ajanta caves kahan hai,hi,Maharashtra,location_information
ellora caves kahan hai,hi,Maharashtra,location_information
sanchi stupa kisne banaya,hi,Madhya Pradesh,person_information
ajanta gufya kuthye ahet,mr,Maharashtra,location_information
ellora kuthye ahet,mr,Maharashtra,location_information
shivaji maharaj kuthe janmale,mr,Maharashtra,location_information
maharashtra madhe kuthhe kille ahet,mr,Maharashtra,heritage_information
punjab ch kide kille ne,pa,Punjab,heritage_information
golden temple kithon hai,pa,Punjab,location_information
