text,language,state,intent
Tell me about the Sultanate period in Delhi,en,Delhi,historical_period
amdavad nu traditional food shu chhe,gu,Gujarat,craft_information
What is 2 plus 2,en,,unknown
Describe the Kolhapuri chappal craft,en,Maharashtra,craft_information
bhuj ma bhujia kai rite banay chhe,gu,Gujarat,craft_information
Tell me about the Hutheesing Jain Temple,en,Gujarat,heritage_information
Tell me about the Chola period,en,Tamil Nadu,historical_period
What is the Panna diamond heritage region,en,Madhya Pradesh,heritage_information
How does this chatbot work,en,,greeting
surat ni heritage vishe janavo,gu,Gujarat,heritage_information
gujarat ma kai riverfront chhe,gu,Gujarat,state_exploration
sardar patel no itihas janavo,gu,Gujarat,person_information
Describe the architectural marvel of Rani ki Vav,en,Gujarat,heritage_information
What is the significance of Mandvi in Kutch,en,Gujarat,location_information
mujhe rajasthan ke historical places dikhao,hi,Rajasthan,state_exploration
red fort kisne banaya,hi,Delhi,person_information
What temples are in Gujarat,en,Gujarat,heritage_information
dwarka kya chhe gujarat ma,gu,Gujarat,location_information
What is Bharatanatyam dance,en,Tamil Nadu,heritage_information
tamil nadu ke famous kovilgal batao,hi,Tamil Nadu,heritage_information
gujarat na kai museums chhe je aavani jaruri chhe,gu,Gujarat,heritage_information
Tell me about the capital city of Rajasthan,en,Rajasthan,location_information
What is the significance of Statue of Unity,en,Gujarat,heritage_information
Who was Jhaverchand Kalidas,en,Gujarat,person_information
What is the history of Lutyens Delhi,en,Delhi,historical_period
jitodia ni khodiyar mata ni temple vishe janavo,gu,Gujarat,heritage_information
gujarat ni famous crafts kai chhe,gu,Gujarat,craft_information
Who was Rajaraja Chola,en,Tamil Nadu,person_information
gujarat ma kaya historical places chhe,gu,Gujarat,state_exploration
What is Hawa Mahal,en,Rajasthan,heritage_information
How do I lose weight,en,,unknown
नमस्ते,hi,,greeting
Describe the traditional Rajasthani Ghoomar dance,en,Rajasthan,festival_information
goa me konsi heritage sites hai,hi,Goa,state_exploration
Describe the Gond tribal art tradition,en,Madhya Pradesh,craft_information
punjab da itihas sunao,pa,Punjab,historical_period
What is the significance of Kanchipuram silk,en,Tamil Nadu,craft_information
somnath mandir no itihas janavo,gu,Gujarat,heritage_information
vadodara ma kya chhe,gu,Gujarat,state_exploration
Good morning,en,,greeting
nadiad ma kai chhe jova lakhay,gu,Gujarat,state_exploration
What time is it,en,,unknown
I want to learn about heritage,en,,state_exploration
tamil nadu ke classical dance bare me batao,hi,Tamil Nadu,festival_information
I have a question about heritage,en,,heritage_information
modhera ni vav vishe janavo,gu,Gujarat,heritage_information
Describe the Bagh print textile tradition,en,Madhya Pradesh,craft_information
Tell me about different heritage sites for each state,en,,state_exploration
Who was Sardar Vallabhbhai Patel,en,Gujarat,person_information
What is the significance of stepwells in India,en,Gujarat,heritage_information
kutch na hathkala vishe janavo,gu,Gujarat,craft_information
Who was Rani Durgavati of Gondwana,en,Madhya Pradesh,person_information
What is the Tiatr theatrical tradition of Goa,en,Goa,heritage_information
How do I fix my computer,en,,unknown
Tell me about the Batinda Fort,en,Punjab,heritage_information
Tell me about the wooden toys of Gujarat,en,Gujarat,craft_information
patola silk kai rite thay chhe,gu,Gujarat,craft_information
sabarmati riverfront vishe janavo,gu,Gujarat,heritage_information
gujarat ma kya famous chhe,gu,Gujarat,state_exploration
Tell me about the Tughlaqabad Fort,en,Delhi,heritage_information
What is the history of Udaipur Lake City,en,Rajasthan,historical_period
What is the Qutub Minar and its history,en,Delhi,heritage_information
gujarat ma kai museums chhe,gu,Gujarat,state_exploration
Describe the Tanjore painting tradition,en,Tamil Nadu,craft_information
Who was Ashoka and his connection to Sanchi,en,Madhya Pradesh,person_information
pune chi heritage sites dakhva,mr,Maharashtra,state_exploration
Can you recommend a movie,en,,unknown
Tell me about the stock market,en,,unknown
Describe the Lodi Garden heritage,en,Delhi,heritage_information
Describe the Chettinad mansion architecture,en,Tamil Nadu,craft_information
What is the architecture of Nagina Wajah's Palace,en,Gujarat,heritage_information
Describe the Kathputli puppet tradition of Rajasthan,en,Rajasthan,craft_information
gujarat na banyan tree vishe batavo,gu,Gujarat,heritage_information
Tell me about Maharashtra heritage,en,Maharashtra,state_exploration
Describe the Bundi school of miniature painting,en,Rajasthan,craft_information
What is the traditional Ghodi dance of Gujarat,en,Gujarat,festival_information
Tell me about the Udayagiri Caves,en,Madhya Pradesh,heritage_information
Tell me about Ajrakh block printing,en,Gujarat,craft_information
भारत की सांस्कृतिक विरासत के बारे में बताओ,hi,,heritage_information
Describe the Khooni Darwaza history,en,Delhi,heritage_information
gujarat ma kaya festivals manavama aave chhe,gu,Gujarat,festival_information
Describe the traditional Rajasthani Leheriya textile,en,Rajasthan,craft_information
kai movie aavi chhe,gu,,unknown
rajashtan ke famous crafts batao,hi,Rajasthan,craft_information
aapde ketla vadya chhe,gu,,unknown
Tell me about the Chola bronze casting technique,en,Tamil Nadu,craft_information
diu ni heritage vishe janavo,gu,Gujarat,heritage_information
delhi me famous heritage places kaun se hai,hi,Delhi,state_exploration
dhrangadhra heritage vishe janavo,gu,Gujarat,heritage_information
jalaram bapa vishe janavo,gu,Gujarat,person_information
What is the Purana Qila history,en,Delhi,historical_period
surat ma kai heritage chhe,gu,Gujarat,state_exploration
What city has the Golden Temple,en,Punjab,location_information
What is the temple architecture of Dravidian style,en,Tamil Nadu,craft_information
kutch ma kai crafts chhe,gu,Gujarat,craft_information
patan ni patola silk vishe janavo,gu,Gujarat,craft_information
Tell me about Modhera Dance Festival,en,Gujarat,festival_information
gujarat ma farva jeva historical places kaya chhe,gu,Gujarat,state_exploration
Tell me about the Hill Forts of Rajasthan UNESCO site,en,Rajasthan,heritage_information
What are famous Indian monuments,en,,heritage_information
Tell me about the Jama Masjid of Ahmedabad,en,Gujarat,heritage_information
Who built the Shore Temple at Mamallapuram,en,Tamil Nadu,person_information
Tell me about Madurai Meenakshi Amman Temple history,en,Tamil Nadu,heritage_information
What is the significance of Sanchi Stupa,en,Madhya Pradesh,heritage_information
Describe the Bhangra and Giddha dances,en,Punjab,festival_information
Explain the Patola silk weaving tradition,en,Gujarat,craft_information
bhai su chhe,gu,,greeting
rani ki vav kahan hai,hi,Gujarat,location_information
Tell me about the traditional Rajasthani safa turban,en,Rajasthan,craft_information
gujarat ma kai historical places chhe,gu,Gujarat,state_exploration
Describe the Kundan jewelry tradition of Rajasthan,en,Rajasthan,craft_information
gandhi ji ne kya kiya,hi,Gujarat,person_information
lothal archaeological site vishe mahiti aapo,gu,Gujarat,heritage_information
Can you help me with my homework,en,,unknown
What is the Bishnoi village safari heritage,en,Rajasthan,heritage_information
namaste bhai,gu,,greeting
tu kya chhe,gu,,greeting
What are the famous cuisines of Rajasthan,en,Rajasthan,craft_information
patan ma kai jova lakhay chhe,gu,Gujarat,state_exploration
navratri ma garba kai rite khelay chhe,gu,Gujarat,festival_information
rajkot ma ye chhe,gu,Gujarat,state_exploration
Tell me about space exploration,en,,unknown
Who was Veer Lalji Vanika,en,Gujarat,person_information
Tell me about Humayun Tomb architecture,en,Delhi,heritage_information
gujarat na famous heritage places janavo,gu,Gujarat,heritage_information
Jallianwala Bagh mein kya hua tha,hi,Punjab,heritage_information
ellora caves kahan hai,hi,Maharashtra,location_information
gujarat ma weather shu chhe,gu,,unknown
madurai meenakshi kovil pathi sollunga,ta,Tamil Nadu,heritage_information
Tell me about the Pushkar Camel Fair,en,Rajasthan,festival_information
gujarat na tribal heritage vishe janavo,gu,Gujarat,heritage_information
gujarat na stepwells ni history janavo,gu,Gujarat,historical_period
garba nritya kai rite khelay chhe,gu,Gujarat,festival_information
somnath mandir kya avelu chhe,gu,Gujarat,location_information
Describe the Kolam art of Maharashtra,en,Maharashtra,craft_information
mujhe kuch interesting places bataye,hi,,state_exploration
What is the significance of Mangeshi Temple architecture,en,Goa,heritage_information
rajkot ma kai temples chhe,gu,Gujarat,heritage_information
महाराष्ट्रातील किल्ल्यांबद्दल माहिती द्या,mr,Maharashtra,heritage_information
What is the capital of France,en,,unknown
Tell me about Goa history and culture,en,Goa,historical_period
What historical events shaped Punjab,en,Punjab,historical_period
What is the Qutub Minar,en,Delhi,heritage_information
Tell me about North Malabar,en,Kerala,state_exploration
What is special about Chettinad,en,Tamil Nadu,heritage_information
Tell me about Gurez Valley,en,Jammu & Kashmir,state_exploration
What is Satkosia Gorge,en,Odisha,state_exploration
Why is Amboli famous during monsoon,en,Maharashtra,state_exploration
Tell me about Majuli,en,Assam,state_exploration
What is the Mahanadi River,en,Odisha,state_exploration
Show waterfalls in India,en,,state_exploration
Find wildlife sanctuaries in India,en,,state_exploration
Show beaches near the coast,en,,state_exploration
Show backwaters in Kerala,en,Kerala,state_exploration
Tell me about Dard-Shina culture,en,Jammu & Kashmir,heritage_information
Show eco-tourism places,en,,state_exploration
Show mountains in Kashmir,en,Jammu & Kashmir,state_exploration
Show traditional architecture in Chettinad,en,Tamil Nadu,heritage_information
north malabar ke bare me batao,hi,Kerala,state_exploration
gurez valley ki culture ke bare me batao,hi,Jammu & Kashmir,heritage_information
majuli ke bare me jankari do,hi,Assam,state_exploration
mane nature vala places batavo,gu,,state_exploration
Tell me about Theyyam in North Malabar,en,Kerala,heritage_information
What is Chettinad cuisine,en,Tamil Nadu,food
Tell me about Gurez Valley trekking,en,Jammu & Kashmir,state_exploration
What wildlife is in Satkosia,en,Odisha,state_exploration
Tell me about Amboli waterfalls,en,Maharashtra,state_exploration
What is Majuli island famous for,en,Assam,heritage_information
What is the Mahanadi gorge,en,Odisha,heritage_information
Show forests in Kerala,en,Kerala,state_exploration
Show rivers in India,en,,state_exploration
Show backwaters in Alleppey,en,Kerala,state_exploration
Tell me about Dard-Shina tribes,en,Jammu & Kashmir,heritage_information
Show eco-tourism in Odisha,en,Odisha,state_exploration
Show mountains near Gurez,en,Jammu & Kashmir,state_exploration
Show Chettinad mansions,en,Tamil Nadu,architecture
What is Sattriya dance,en,Assam,tradition
Tell me about mask making in Majuli,en,Assam,craft
What is Pattachitra art,en,Odisha,craft
Tell me about Amboli biodiversity,en,Maharashtra,wildlife
What is Athangudi tiles,en,Tamil Nadu,craft
Tell me about Mishing community,en,Assam,community
Tell me about Malabar cuisine,en,Kerala,food
What is Chilika Lake,en,Odisha,heritage_information
Tell me about Konark Sun Temple,en,Odisha,heritage_information
Tell me about Wayanad waterfalls,en,Kerala,state_exploration
What is Raas Leela festival,en,Assam,festival
Tell me about tribal heritage of Odisha,en,Odisha,heritage_information
What is Western Ghats biodiversity,en,Maharashtra,wildlife
kerala ma kai waterfall chhe,gu,Kerala,state_exploration
mahanadi river vishe janavo,gu,Odisha,heritage_information
gurez valley trekking bare batao,hi,Jammu & Kashmir,state_exploration
amboli monsoon me kaisa hota hai,hi,Maharashtra,state_exploration
chettinad ki khasiyat kya hai,hi,Tamil Nadu,heritage_information
Tell me about Kalaripayattu martial art,en,Kerala,heritage_information
What is Valiyaparamba backwaters,en,Kerala,heritage_information
Tell me about Chettinad mansions,en,Tamil Nadu,architecture
What is the Razdan Pass,en,Jammu & Kashmir,mountain
Tell me about Bhaona theatre,en,Assam,tradition
What is Amboli Falls,en,Maharashtra,waterfall
Show me Brahmaputra River,en,Assam,river
What is Satkosia Tiger Reserve,en,Odisha,wildlife
Tell me about Chilika Lake birds,en,Odisha,heritage_information
What is Meenmutty Falls,en,Kerala,waterfall
Tell me about Kaziranga rhinoceros,en,Assam,wildlife
What is Muzhappilangad Beach,en,Kerala,beach
Tell me about Puri Jagannath Temple,en,Odisha,heritage_information
